OrderID,CustomerID,Country,Category,SalesAmount,IsReturned
ORD-2026475,CUST-214,France,Electronics,65.67,No
ORD-2026476,CUST-155,Germany,Electronics,257.61,No
ORD-2026477,CUST-261,Germany,Apparel,21.65,No
ORD-2026478,CUST-280,France,Electronics,461.65,No
ORD-2026479,CUST-160,France,Home & Kitchen,142.45,No
ORD-2026480,CUST-289,Spain,Sports,252.11,No
ORD-2026481,CUST-288,Spain,Home & Kitchen,130.22,Yes
ORD-2026482,CUST-270,Italy,Sports,91.09,No
ORD-2026483,CUST-106,Spain,Electronics,215.0,No
ORD-2026484,CUST-182,Italy,Electronics,363.81,Yes
ORD-2026485,CUST-227,Spain,Home & Kitchen,182.36,No
ORD-2026486,CUST-184,France,Home & Kitchen,204.52,No
ORD-2026487,CUST-258,Spain,Home & Kitchen,98.01,No
ORD-2026488,CUST-290,Germany,Sports,368.31,No
ORD-2026489,CUST-247,Germany,Sports,160.28,No
ORD-2026490,CUST-153,Spain,Home & Kitchen,145.14,No
ORD-2026491,CUST-276,Italy,Electronics,429.75,No
ORD-2026492,CUST-241,Germany,Apparel,29.23,No
ORD-2026493,CUST-257,Spain,Home & Kitchen,204.81,No
ORD-2026494,CUST-266,France,Electronics,91.18,No
ORD-2026495,CUST-284,Italy,Home & Kitchen,434.48,No
ORD-2026496,CUST-289,Germany,Sports,328.8,No
ORD-2026497,CUST-143,Spain,Home & Kitchen,222.54,No
ORD-2026498,CUST-154,France,Electronics,369.7,No
ORD-2026499,CUST-219,France,Home & Kitchen,242.06,No
ORD-2026500,CUST-140,Spain,Home & Kitchen,50.18,No
ORD-2026501,CUST-200,France,Electronics,367.83,No
ORD-2026502,CUST-266,France,Electronics,108.42,No
ORD-2026503,CUST-220,France,Home & Kitchen,167.77,No
ORD-2026504,CUST-241,Spain,Sports,237.94,No
ORD-2026505,CUST-214,Germany,Home & Kitchen,170.98,No
ORD-2026506,CUST-254,Spain,Electronics,161.54,Yes
ORD-2026507,CUST-201,Italy,Apparel,126.36,No
ORD-2026508,CUST-166,Germany,Apparel,423.11,No
ORD-2026509,CUST-209,Germany,Sports,160.87,No
ORD-2026510,CUST-114,Spain,Sports,84.34,No
ORD-2026511,CUST-290,Italy,Electronics,359.61,No
ORD-2026512,CUST-298,Spain,Sports,103.95,No
ORD-2026513,CUST-240,Germany,Home & Kitchen,74.99,No
ORD-2026514,CUST-185,Spain,Home & Kitchen,462.63,No
ORD-2026515,CUST-164,Spain,Home & Kitchen,226.45,No
ORD-2026516,CUST-198,Italy,Sports,110.41,No
ORD-2026517,CUST-271,Spain,Sports,187.41,No
ORD-2026518,CUST-267,Spain,Home & Kitchen,491.13,No
ORD-2026519,CUST-181,France,Sports,401.9,No
ORD-2026520,CUST-123,France,Sports,231.45,No
ORD-2026521,CUST-196,Spain,Apparel,129.19,No
ORD-2026522,CUST-227,France,Apparel,465.9,No
ORD-2026523,CUST-109,France,Electronics,170.95,Yes
ORD-2026524,CUST-257,France,Home & Kitchen,211.29,No
ORD-2026525,CUST-216,Italy,Sports,83.47,No
ORD-2026526,CUST-197,France,Sports,159.7,No
ORD-2026527,CUST-286,Germany,Home & Kitchen,296.78,No
ORD-2026528,CUST-151,Italy,Electronics,271.67,No
ORD-2026529,CUST-219,France,Home & Kitchen,468.24,No
ORD-2026530,CUST-146,Italy,Apparel,42.29,No
ORD-2026531,CUST-110,Italy,Electronics,176.19,No
ORD-2026532,CUST-175,Spain,Electronics,66.82,No
ORD-2026533,CUST-163,Italy,Sports,78.62,No
ORD-2026534,CUST-185,France,Electronics,401.92,No
ORD-2026535,CUST-165,Germany,Electronics,227.87,No
ORD-2026536,CUST-265,Italy,Apparel,264.66,No
ORD-2026537,CUST-195,France,Apparel,427.21,No
ORD-2026538,CUST-154,France,Sports,449.91,No
ORD-2026539,CUST-167,Germany,Electronics,59.39,No
ORD-2026540,CUST-196,Italy,Electronics,340.18,No
ORD-2026541,CUST-220,Spain,Home & Kitchen,451.1,No
ORD-2026542,CUST-265,France,Apparel,286.2,No
ORD-2026543,CUST-225,Germany,Sports,383.85,No
ORD-2026544,CUST-279,Germany,Electronics,464.46,No
ORD-2026545,CUST-228,Italy,Sports,132.53,No
ORD-2026546,CUST-150,Italy,Apparel,53.91,No
ORD-2026547,CUST-207,Spain,Home & Kitchen,149.79,No
ORD-2026548,CUST-180,France,Apparel,449.2,No
ORD-2026549,CUST-270,Italy,Sports,113.7,No
ORD-2026550,CUST-297,Germany,Electronics,235.28,No
ORD-2026551,CUST-172,France,Apparel,362.74,Yes
ORD-2026552,CUST-282,Germany,Home & Kitchen,356.86,No
ORD-2026553,CUST-172,France,Sports,61.07,No
ORD-2026554,CUST-212,Germany,Apparel,218.38,Yes
ORD-2026555,CUST-132,Italy,Apparel,145.11,No
ORD-2026556,CUST-220,Germany,Home & Kitchen,387.83,No
ORD-2026557,CUST-271,Italy,Electronics,476.6,Yes
ORD-2026558,CUST-204,Germany,Sports,317.63,No
ORD-2026559,CUST-123,Italy,Apparel,333.01,No
ORD-2026560,CUST-225,Germany,Sports,416.69,No
ORD-2026561,CUST-300,Germany,Apparel,257.55,No
ORD-2026562,CUST-208,Germany,Electronics,235.99,No
ORD-2026563,CUST-288,Italy,Sports,79.2,No
ORD-2026564,CUST-206,Germany,Apparel,306.43,No
ORD-2026565,CUST-243,Italy,Apparel,378.94,No
ORD-2026566,CUST-103,Germany,Sports,278.36,No
ORD-2026567,CUST-268,Spain,Home & Kitchen,190.63,Yes
ORD-2026568,CUST-258,Germany,Electronics,125.36,No
ORD-2026569,CUST-221,France,Sports,112.51,No
ORD-2026570,CUST-131,Spain,Sports,388.73,No
ORD-2026571,CUST-130,Italy,Electronics,195.54,No
ORD-2026572,CUST-260,France,Home & Kitchen,376.41,No
ORD-2026573,CUST-118,Germany,Apparel,259.32,Yes
ORD-2026574,CUST-224,France,Sports,54.65,No
ORD-2026575,CUST-246,Germany,Apparel,248.98,No
ORD-2026576,CUST-105,Germany,Electronics,395.39,No
ORD-2026577,CUST-171,Germany,Sports,72.57,No
ORD-2026578,CUST-139,Spain,Home & Kitchen,234.15,No
ORD-2026579,CUST-145,France,Electronics,45.33,No
ORD-2026580,CUST-270,Spain,Home & Kitchen,181.73,No
ORD-2026581,CUST-263,Spain,Home & Kitchen,492.5,Yes
ORD-2026582,CUST-158,Spain,Apparel,56.3,No
ORD-2026583,CUST-172,Spain,Sports,470.77,Yes
ORD-2026584,CUST-134,Spain,Sports,141.29,No
ORD-2026585,CUST-131,Italy,Sports,150.29,No
ORD-2026586,CUST-179,France,Sports,490.0,No
ORD-2026587,CUST-220,Spain,Electronics,402.95,No
ORD-2026588,CUST-220,Spain,Home & Kitchen,479.12,No
ORD-2026589,CUST-239,Italy,Sports,467.65,No
ORD-2026590,CUST-154,Germany,Sports,260.82,No
ORD-2026591,CUST-216,Spain,Home & Kitchen,411.16,No
ORD-2026592,CUST-218,Germany,Electronics,424.55,No
ORD-2026593,CUST-282,Germany,Home & Kitchen,304.24,No
ORD-2026594,CUST-126,France,Sports,44.47,No
ORD-2026595,CUST-240,Spain,Electronics,166.94,No
ORD-2026596,CUST-264,France,Apparel,269.55,No
ORD-2026597,CUST-184,Germany,Electronics,191.76,No
ORD-2026598,CUST-257,Spain,Sports,316.31,No
ORD-2026599,CUST-132,Spain,Electronics,43.65,No
ORD-2026600,CUST-255,Germany,Apparel,160.48,No
ORD-2026601,CUST-135,France,Sports,361.18,No
ORD-2026602,CUST-211,France,Electronics,137.91,No
ORD-2026603,CUST-273,France,Apparel,102.1,No
ORD-2026604,CUST-233,Spain,Apparel,358.02,No
ORD-2026605,CUST-252,Italy,Home & Kitchen,454.33,No
ORD-2026606,CUST-299,France,Home & Kitchen,415.42,No
ORD-2026607,CUST-240,Italy,Electronics,408.04,No
ORD-2026608,CUST-199,Germany,Electronics,199.05,Yes
ORD-2026609,CUST-187,Italy,Home & Kitchen,494.63,Yes
ORD-2026610,CUST-127,Italy,Sports,346.43,No
ORD-2026611,CUST-281,Germany,Electronics,464.21,No
ORD-2026612,CUST-135,France,Sports,293.01,No
ORD-2026613,CUST-254,Italy,Sports,61.3,No
ORD-2026614,CUST-176,Germany,Apparel,257.31,No
ORD-2026615,CUST-159,Spain,Apparel,221.98,No
ORD-2026616,CUST-143,Spain,Electronics,92.73,No
ORD-2026617,CUST-296,Germany,Electronics,426.28,Yes
ORD-2026618,CUST-283,Germany,Home & Kitchen,235.49,No
ORD-2026619,CUST-267,Germany,Sports,176.32,Yes
ORD-2026620,CUST-276,France,Sports,197.42,No
ORD-2026621,CUST-125,France,Electronics,38.84,No
ORD-2026622,CUST-113,France,Home & Kitchen,499.83,No
ORD-2026623,CUST-179,Spain,Apparel,421.74,No
ORD-2026624,CUST-136,Spain,Electronics,324.02,No
ORD-2026625,CUST-208,Spain,Home & Kitchen,97.76,No
ORD-2026626,CUST-213,France,Sports,321.21,No
ORD-2026627,CUST-233,Germany,Sports,151.84,No
ORD-2026628,CUST-105,Germany,Sports,232.16,No
ORD-2026629,CUST-125,France,Apparel,301.7,No
ORD-2026630,CUST-187,Germany,Sports,70.55,Yes
ORD-2026631,CUST-154,Italy,Home & Kitchen,104.09,No
ORD-2026632,CUST-244,Spain,Home & Kitchen,458.47,No
ORD-2026633,CUST-151,Italy,Sports,189.11,No
ORD-2026634,CUST-257,France,Apparel,342.88,No
ORD-2026635,CUST-206,Italy,Sports,205.55,No
ORD-2026636,CUST-117,Italy,Apparel,472.93,No
ORD-2026637,CUST-153,Spain,Home & Kitchen,380.3,No
ORD-2026638,CUST-154,Spain,Electronics,105.66,No
ORD-2026639,CUST-252,Germany,Sports,298.22,No
ORD-2026640,CUST-256,Italy,Electronics,463.33,No
ORD-2026641,CUST-197,France,Home & Kitchen,137.74,No
ORD-2026642,CUST-158,Germany,Sports,223.76,No
ORD-2026643,CUST-211,Spain,Apparel,358.76,No
ORD-2026644,CUST-300,Italy,Sports,130.83,No
ORD-2026645,CUST-208,Italy,Home & Kitchen,162.57,No
ORD-2026646,CUST-236,France,Electronics,278.12,No
ORD-2026647,CUST-135,France,Electronics,397.21,No
ORD-2026648,CUST-271,Germany,Apparel,490.01,Yes
ORD-2026649,CUST-105,Germany,Electronics,277.17,No
ORD-2026650,CUST-100,Spain,Apparel,424.17,No
ORD-2026651,CUST-293,Germany,Electronics,464.1,No
ORD-2026652,CUST-178,Spain,Sports,158.14,No
ORD-2026653,CUST-297,Germany,Electronics,70.56,Yes
ORD-2026654,CUST-113,Germany,Sports,150.56,No
ORD-2026655,CUST-174,Italy,Home & Kitchen,349.73,No
ORD-2026656,CUST-286,France,Sports,188.61,No
ORD-2026657,CUST-250,Spain,Apparel,57.32,No
ORD-2026658,CUST-290,France,Electronics,361.31,No
ORD-2026659,CUST-135,Spain,Sports,275.4,No
ORD-2026660,CUST-135,France,Sports,38.24,No
ORD-2026661,CUST-117,Italy,Electronics,386.51,No
ORD-2026662,CUST-285,Germany,Home & Kitchen,422.15,Yes
ORD-2026663,CUST-167,Germany,Apparel,24.16,No
ORD-2026664,CUST-293,Italy,Home & Kitchen,170.19,No
ORD-2026665,CUST-153,France,Apparel,153.72,No
ORD-2026666,CUST-230,France,Electronics,240.6,No
ORD-2026667,CUST-286,Italy,Electronics,165.42,No
ORD-2026668,CUST-135,Germany,Apparel,71.02,No
ORD-2026669,CUST-216,Spain,Home & Kitchen,28.18,No
ORD-2026670,CUST-100,Germany,Home & Kitchen,319.43,No
ORD-2026671,CUST-124,France,Sports,152.87,No
ORD-2026672,CUST-171,Italy,Sports,304.96,No
ORD-2026673,CUST-247,France,Electronics,340.79,No
ORD-2026674,CUST-241,Germany,Electronics,413.42,No
ORD-2026675,CUST-205,Germany,Sports,267.56,No
ORD-2026676,CUST-165,Spain,Electronics,459.43,Yes
ORD-2026677,CUST-179,France,Home & Kitchen,317.49,No
ORD-2026678,CUST-216,Spain,Electronics,314.28,No
ORD-2026679,CUST-168,Italy,Home & Kitchen,360.59,No
ORD-2026680,CUST-101,Spain,Sports,429.24,No
ORD-2026681,CUST-248,Spain,Home & Kitchen,88.85,No
ORD-2026682,CUST-290,Germany,Apparel,369.38,No
ORD-2026683,CUST-272,Spain,Apparel,172.05,No
ORD-2026684,CUST-155,Italy,Home & Kitchen,118.17,No
ORD-2026685,CUST-291,Germany,Electronics,284.51,Yes
ORD-2026686,CUST-156,Italy,Apparel,38.96,No
ORD-2026687,CUST-283,Germany,Apparel,58.65,No
ORD-2026688,CUST-229,Germany,Apparel,286.08,No
ORD-2026689,CUST-221,Italy,Sports,100.27,No
ORD-2026690,CUST-171,Germany,Apparel,246.91,No
ORD-2026691,CUST-256,Germany,Electronics,21.86,Yes
ORD-2026692,CUST-265,Italy,Sports,98.77,No
ORD-2026693,CUST-299,Italy,Sports,128.73,No
ORD-2026694,CUST-167,Germany,Home & Kitchen,23.9,No
ORD-2026695,CUST-268,Italy,Apparel,105.53,Yes
ORD-2026696,CUST-151,Germany,Sports,23.09,Yes
ORD-2026697,CUST-233,Spain,Electronics,294.69,No
ORD-2026698,CUST-215,Italy,Home & Kitchen,336.75,No
ORD-2026699,CUST-203,Spain,Sports,139.11,No
ORD-2026700,CUST-287,Italy,Home & Kitchen,263.72,No
ORD-2026701,CUST-160,Germany,Sports,393.86,No
ORD-2026702,CUST-288,France,Apparel,175.71,No
ORD-2026703,CUST-284,Spain,Electronics,498.65,Yes
ORD-2026704,CUST-156,Spain,Sports,119.1,No
ORD-2026705,CUST-149,Italy,Sports,477.17,No
ORD-2026706,CUST-177,Spain,Apparel,460.62,No
ORD-2026707,CUST-251,Italy,Sports,490.83,Yes
ORD-2026708,CUST-158,Germany,Home & Kitchen,267.99,No
ORD-2026709,CUST-278,Italy,Home & Kitchen,91.36,No
ORD-2026710,CUST-251,Italy,Electronics,149.26,No
ORD-2026711,CUST-288,Spain,Home & Kitchen,421.75,No
ORD-2026712,CUST-100,Germany,Apparel,213.61,No
ORD-2026713,CUST-215,Germany,Apparel,388.11,No
ORD-2026714,CUST-213,Germany,Electronics,35.09,No
ORD-2026715,CUST-126,Spain,Home & Kitchen,411.35,No
ORD-2026716,CUST-214,France,Home & Kitchen,108.01,No
ORD-2026717,CUST-234,Italy,Electronics,261.74,No
ORD-2026718,CUST-188,France,Apparel,372.55,No
ORD-2026719,CUST-117,Italy,Apparel,191.69,No
ORD-2026720,CUST-269,Italy,Electronics,51.2,No
ORD-2026721,CUST-138,Spain,Home & Kitchen,415.17,No
ORD-2026722,CUST-161,Italy,Electronics,354.38,No
ORD-2026723,CUST-164,France,Home & Kitchen,427.62,No
ORD-2026724,CUST-183,Spain,Sports,123.6,No
ORD-2026725,CUST-120,Germany,Home & Kitchen,210.46,No
ORD-2026726,CUST-240,Germany,Sports,490.58,No
ORD-2026727,CUST-111,Spain,Apparel,149.29,No
ORD-2026728,CUST-105,France,Home & Kitchen,130.31,No
ORD-2026729,CUST-214,Germany,Electronics,360.71,Yes
ORD-2026730,CUST-145,France,Apparel,485.39,No
ORD-2026731,CUST-139,Spain,Home & Kitchen,328.47,No
ORD-2026732,CUST-230,Spain,Home & Kitchen,94.54,No
ORD-2026733,CUST-264,Spain,Apparel,366.94,No
ORD-2026734,CUST-241,Germany,Apparel,484.46,No
ORD-2026735,CUST-164,Germany,Sports,279.95,No
ORD-2026736,CUST-255,France,Sports,218.66,No
ORD-2026737,CUST-170,France,Apparel,212.41,No
ORD-2026738,CUST-161,Germany,Apparel,396.73,No
ORD-2026739,CUST-162,Germany,Home & Kitchen,494.17,No
ORD-2026740,CUST-290,Germany,Apparel,183.93,No
ORD-2026741,CUST-278,Italy,Electronics,120.92,Yes
ORD-2026742,CUST-131,Germany,Apparel,339.39,No
ORD-2026743,CUST-142,Spain,Electronics,98.92,No
ORD-2026744,CUST-245,Italy,Home & Kitchen,413.45,No
ORD-2026745,CUST-205,Germany,Apparel,469.51,No
ORD-2026746,CUST-269,Italy,Sports,34.97,No
ORD-2026747,CUST-217,Spain,Home & Kitchen,347.07,No
ORD-2026748,CUST-242,France,Electronics,211.17,No
ORD-2026749,CUST-224,Germany,Home & Kitchen,329.37,Yes
ORD-2026750,CUST-272,France,Sports,53.75,No
ORD-2026751,CUST-295,Italy,Home & Kitchen,444.46,No
ORD-2026752,CUST-108,Italy,Home & Kitchen,491.43,No
ORD-2026753,CUST-285,France,Sports,349.81,No
ORD-2026754,CUST-244,Germany,Apparel,390.32,No
ORD-2026755,CUST-271,France,Electronics,179.45,No
ORD-2026756,CUST-148,Spain,Home & Kitchen,452.0,No
ORD-2026757,CUST-106,Germany,Electronics,221.26,No
ORD-2026758,CUST-161,Italy,Sports,29.63,No
ORD-2026759,CUST-278,Spain,Home & Kitchen,98.03,No
ORD-2026760,CUST-152,France,Apparel,192.82,No
ORD-2026761,CUST-184,Germany,Home & Kitchen,327.51,No
ORD-2026762,CUST-213,Italy,Sports,253.43,No
ORD-2026763,CUST-260,Spain,Home & Kitchen,99.89,No
ORD-2026764,CUST-184,Italy,Sports,77.61,No
ORD-2026765,CUST-251,Germany,Electronics,422.9,Yes
ORD-2026766,CUST-147,Spain,Sports,26.97,No
ORD-2026767,CUST-251,France,Home & Kitchen,399.36,No
ORD-2026768,CUST-135,Germany,Sports,223.32,Yes
ORD-2026769,CUST-240,Italy,Home & Kitchen,223.08,Yes
ORD-2026770,CUST-100,Italy,Electronics,140.28,No
ORD-2026771,CUST-157,Italy,Electronics,368.06,No
ORD-2026772,CUST-126,Italy,Apparel,430.55,No
ORD-2026773,CUST-239,Germany,Apparel,389.14,No
ORD-2026774,CUST-257,France,Apparel,207.26,No
ORD-2026775,CUST-248,Italy,Apparel,452.58,No
ORD-2026776,CUST-153,Germany,Home & Kitchen,380.19,No
ORD-2026777,CUST-250,Spain,Home & Kitchen,355.09,No
ORD-2026778,CUST-224,Germany,Sports,490.13,No
ORD-2026779,CUST-165,Italy,Sports,229.56,No
ORD-2026780,CUST-164,Italy,Sports,282.7,No
ORD-2026781,CUST-203,Germany,Home & Kitchen,340.84,No
ORD-2026782,CUST-145,Spain,Sports,92.11,No
ORD-2026783,CUST-181,France,Apparel,393.33,No
ORD-2026784,CUST-133,France,Apparel,223.63,No
ORD-2026785,CUST-129,Italy,Electronics,380.07,No
ORD-2026786,CUST-263,Spain,Electronics,358.93,No
ORD-2026787,CUST-216,Germany,Electronics,258.54,No
ORD-2026788,CUST-101,Germany,Apparel,147.95,No
ORD-2026789,CUST-288,France,Home & Kitchen,329.55,No
ORD-2026790,CUST-240,France,Apparel,350.69,No
ORD-2026791,CUST-119,Spain,Electronics,394.06,No
ORD-2026792,CUST-249,Germany,Apparel,121.84,No
ORD-2026793,CUST-294,France,Electronics,193.1,No
ORD-2026794,CUST-109,Spain,Sports,353.51,No
ORD-2026795,CUST-121,Spain,Sports,374.03,No
ORD-2026796,CUST-244,Spain,Home & Kitchen,244.97,Yes
ORD-2026797,CUST-139,Spain,Apparel,299.45,No
ORD-2026798,CUST-209,France,Home & Kitchen,178.03,No
ORD-2026799,CUST-240,Spain,Apparel,67.61,No
ORD-2026800,CUST-164,Spain,Apparel,99.53,No
ORD-2026801,CUST-200,France,Electronics,259.52,No
ORD-2026802,CUST-254,Spain,Home & Kitchen,437.25,No
ORD-2026803,CUST-271,Italy,Home & Kitchen,465.3,No
ORD-2026804,CUST-130,Germany,Home & Kitchen,292.18,No
ORD-2026805,CUST-225,Spain,Home & Kitchen,332.69,No
ORD-2026806,CUST-106,Spain,Sports,188.69,No
ORD-2026807,CUST-178,Germany,Sports,317.18,No
ORD-2026808,CUST-123,France,Sports,172.88,No
ORD-2026809,CUST-297,France,Sports,215.94,No
ORD-2026810,CUST-164,Germany,Home & Kitchen,495.99,No
ORD-2026811,CUST-218,Spain,Electronics,218.23,No
ORD-2026812,CUST-223,Italy,Home & Kitchen,406.09,Yes
ORD-2026813,CUST-261,Italy,Apparel,303.68,No
ORD-2026814,CUST-279,Spain,Sports,33.17,Yes
ORD-2026815,CUST-292,France,Apparel,157.63,No
ORD-2026816,CUST-252,Germany,Home & Kitchen,404.74,No
ORD-2026817,CUST-295,France,Home & Kitchen,89.24,No
ORD-2026818,CUST-177,Spain,Sports,451.67,No
ORD-2026819,CUST-198,Germany,Home & Kitchen,23.94,No
ORD-2026820,CUST-154,Germany,Apparel,482.21,No
ORD-2026821,CUST-219,France,Apparel,479.47,No
ORD-2026822,CUST-224,France,Home & Kitchen,158.75,No
ORD-2026823,CUST-191,Spain,Home & Kitchen,190.98,No
ORD-2026824,CUST-155,Germany,Apparel,196.3,No
ORD-2026825,CUST-117,Italy,Electronics,84.62,No
ORD-2026826,CUST-172,France,Sports,389.49,No
ORD-2026827,CUST-281,Germany,Electronics,379.38,No
ORD-2026828,CUST-175,Spain,Apparel,394.83,No
ORD-2026829,CUST-264,France,Home & Kitchen,62.89,No
ORD-2026830,CUST-180,Spain,Sports,23.09,No
ORD-2026831,CUST-227,Italy,Electronics,165.74,No
ORD-2026832,CUST-248,Spain,Sports,316.35,No
ORD-2026833,CUST-150,Germany,Home & Kitchen,284.61,No
ORD-2026834,CUST-225,France,Sports,80.17,No
ORD-2026835,CUST-107,Germany,Home & Kitchen,207.13,Yes
ORD-2026836,CUST-260,France,Apparel,219.27,No
ORD-2026837,CUST-260,Italy,Sports,119.31,No
ORD-2026838,CUST-138,Spain,Electronics,224.68,Yes
ORD-2026839,CUST-298,France,Home & Kitchen,32.66,No
ORD-2026840,CUST-129,Italy,Home & Kitchen,104.7,No
ORD-2026841,CUST-116,France,Apparel,146.74,No
ORD-2026842,CUST-274,France,Electronics,375.35,No
ORD-2026843,CUST-129,France,Home & Kitchen,299.47,No
ORD-2026844,CUST-219,Italy,Home & Kitchen,294.87,No
ORD-2026845,CUST-282,Germany,Electronics,403.95,No
ORD-2026846,CUST-181,France,Electronics,177.74,Yes
ORD-2026847,CUST-204,Germany,Apparel,463.88,No
ORD-2026848,CUST-157,Spain,Apparel,209.89,No
ORD-2026849,CUST-271,Italy,Home & Kitchen,170.28,No
ORD-2026850,CUST-162,Italy,Home & Kitchen,77.28,No
ORD-2026851,CUST-259,Germany,Home & Kitchen,407.8,No
ORD-2026852,CUST-170,France,Electronics,488.78,No
ORD-2026853,CUST-257,Germany,Home & Kitchen,448.53,No
ORD-2026854,CUST-176,Germany,Apparel,20.45,No
ORD-2026855,CUST-299,Italy,Electronics,307.82,No
ORD-2026856,CUST-297,Spain,Home & Kitchen,67.43,No
ORD-2026857,CUST-159,Spain,Sports,91.71,No
ORD-2026858,CUST-218,Germany,Home & Kitchen,375.53,Yes
ORD-2026859,CUST-262,Spain,Sports,311.86,No
ORD-2026860,CUST-199,Spain,Apparel,198.63,No
ORD-2026861,CUST-171,Italy,Home & Kitchen,41.95,No
ORD-2026862,CUST-201,Germany,Electronics,143.77,No
ORD-2026863,CUST-100,Italy,Electronics,468.04,No
ORD-2026864,CUST-135,Germany,Home & Kitchen,185.19,No
ORD-2026865,CUST-127,Germany,Home & Kitchen,387.97,Yes
ORD-2026866,CUST-193,Italy,Apparel,470.31,No
ORD-2026867,CUST-244,Spain,Apparel,139.57,No
ORD-2026868,CUST-281,France,Home & Kitchen,217.9,No
ORD-2026869,CUST-182,Italy,Home & Kitchen,66.95,No
ORD-2026870,CUST-148,France,Home & Kitchen,174.11,No
ORD-2026871,CUST-234,France,Electronics,52.17,No
ORD-2026872,CUST-259,Germany,Sports,49.1,No
ORD-2026873,CUST-279,Germany,Home & Kitchen,96.62,No
ORD-2026874,CUST-113,Germany,Sports,463.26,No
ORD-2026875,CUST-110,Germany,Sports,164.41,No
ORD-2026876,CUST-135,Spain,Electronics,128.29,Yes
ORD-2026877,CUST-190,Germany,Apparel,236.41,No
ORD-2026878,CUST-223,Germany,Home & Kitchen,499.85,No
ORD-2026879,CUST-119,France,Electronics,485.13,No
ORD-2026880,CUST-259,Germany,Home & Kitchen,279.74,No
ORD-2026881,CUST-266,France,Electronics,209.59,No
ORD-2026882,CUST-280,Italy,Sports,343.84,No
ORD-2026883,CUST-206,France,Sports,28.27,No
ORD-2026884,CUST-171,Spain,Electronics,163.4,Yes
ORD-2026885,CUST-270,France,Sports,290.37,No
ORD-2026886,CUST-154,Spain,Home & Kitchen,297.96,No
ORD-2026887,CUST-250,Italy,Electronics,319.73,No
ORD-2026888,CUST-184,Spain,Electronics,175.69,No
ORD-2026889,CUST-252,Germany,Sports,302.81,Yes
ORD-2026890,CUST-297,Spain,Apparel,239.54,No
ORD-2026891,CUST-200,Germany,Apparel,231.97,No
ORD-2026892,CUST-256,Italy,Electronics,468.14,No
ORD-2026893,CUST-148,France,Sports,365.03,No
ORD-2026894,CUST-264,France,Home & Kitchen,292.42,No
ORD-2026895,CUST-159,Germany,Electronics,108.87,No
ORD-2026896,CUST-241,Spain,Sports,299.98,No
ORD-2026897,CUST-158,Italy,Electronics,216.6,No
ORD-2026898,CUST-240,France,Home & Kitchen,43.08,No
ORD-2026899,CUST-165,Italy,Electronics,188.38,No
ORD-2026900,CUST-151,Germany,Sports,48.05,Yes
ORD-2026901,CUST-132,Germany,Apparel,295.11,No
ORD-2026902,CUST-248,France,Home & Kitchen,76.93,No
ORD-2026903,CUST-143,France,Apparel,441.41,No
ORD-2026904,CUST-212,Spain,Home & Kitchen,315.42,No
ORD-2026905,CUST-238,Italy,Apparel,136.27,No
ORD-2026906,CUST-256,France,Home & Kitchen,59.5,No
ORD-2026907,CUST-154,Germany,Apparel,375.65,No
ORD-2026908,CUST-202,Spain,Home & Kitchen,228.38,No
ORD-2026909,CUST-210,Spain,Home & Kitchen,315.55,No
ORD-2026910,CUST-226,Germany,Electronics,375.53,No
ORD-2026911,CUST-193,France,Apparel,265.97,No
ORD-2026912,CUST-233,France,Apparel,275.59,No
ORD-2026913,CUST-288,France,Apparel,303.49,No
ORD-2026914,CUST-256,France,Sports,169.41,No
ORD-2026915,CUST-109,Spain,Home & Kitchen,268.19,No
ORD-2026916,CUST-162,Italy,Electronics,401.15,No
ORD-2026917,CUST-145,Spain,Electronics,190.68,No
ORD-2026918,CUST-251,Germany,Electronics,191.58,No
ORD-2026919,CUST-291,Germany,Sports,316.89,Yes
ORD-2026920,CUST-154,Italy,Electronics,392.3,No
ORD-2026921,CUST-279,Germany,Electronics,37.07,No
ORD-2026922,CUST-110,Italy,Apparel,432.05,No
ORD-2026923,CUST-132,Germany,Home & Kitchen,286.45,Yes
ORD-2026924,CUST-136,Spain,Sports,62.69,No
ORD-2026925,CUST-300,Italy,Home & Kitchen,365.27,No
ORD-2026926,CUST-188,France,Apparel,405.76,No
ORD-2026927,CUST-297,Italy,Apparel,130.26,No
ORD-2026928,CUST-204,Italy,Home & Kitchen,485.99,Yes
ORD-2026929,CUST-108,France,Sports,257.62,No
ORD-2026930,CUST-232,Italy,Apparel,323.92,No
ORD-2026931,CUST-133,France,Sports,340.78,No
ORD-2026932,CUST-295,Italy,Apparel,430.17,No
ORD-2026933,CUST-141,Germany,Apparel,34.61,No
ORD-2026934,CUST-265,Italy,Sports,46.28,No
ORD-2026935,CUST-287,Italy,Sports,187.79,No
ORD-2026936,CUST-267,France,Home & Kitchen,59.78,No
ORD-2026937,CUST-211,France,Sports,158.54,No
ORD-2026938,CUST-184,France,Electronics,392.74,No
ORD-2026939,CUST-161,Germany,Sports,120.81,Yes
ORD-2026940,CUST-184,Italy,Home & Kitchen,258.46,No
ORD-2026941,CUST-120,Germany,Electronics,263.1,No
ORD-2026942,CUST-144,Spain,Electronics,448.63,Yes
ORD-2026943,CUST-281,Spain,Home & Kitchen,446.68,No
ORD-2026944,CUST-157,Spain,Electronics,369.75,No
ORD-2026945,CUST-169,Spain,Sports,139.22,No
ORD-2026946,CUST-204,Spain,Electronics,122.78,No
